id,trigger,conditions,script,text,options,notes
soeDuelPrepare2,DialogOptionSelected,$option == soe_duelPrepare2,ShowSecondPerson augusta_rao,"Vous reconnaissez Augusta Rao grâce aux holos de l'actualité. Sa tête s'incline presque imperceptiblement - un déni - avant de lui tourner le dos et de s'éloigner, entraînant dans son sillage une suite de ministres et d'aristocrates.",soe_duelPrepare3:Continue,
soeDuelPrepare3,DialogOptionSelected,$option == soe_duelPrepare3,"EndConversation DO_NOT_FIRE
ShowImageVisual eventide
Call $global.soe_ref THEDUEL",,soe_duelPrepare4:Continue,
soeDuelPrepare4,DialogOptionSelected,$option == soe_duelPrepare4,FireAll SOEDuelPrepResponse,"Sur un banc devant vous se trouve un kit de duel : des bottes durcies, des gants et un casque. Une combinaison soigneusement pliée, suffisamment intelligente pour permettre uniquement ce qu'elle juge être des coups et des coupures non mortels, est livrée avec une suite de capteurs médicaux intégrés pour effectuer automatiquement les premiers soins en cas de blessure. « Les décès sont très rares », assure un petit aristocrate en tendant un fourreau à Neriene Rao.

Elle lui fait signe de revenir vers les badauds avec un air agacé. Il y a moins de gens rassemblés autour de vous et moins d'uniformes que ceux qui encouragent Cardona et Sang.

""C'est stupide"", dit-elle en tirant l'épée à la largeur d'une main et en examinant le tranchant. ""Vous n'êtes pas obligé d'aller jusqu'au bout.""",,
soeDuelPrepResponseBeginDuel,SOEDuelPrepResponse,$player.gotSword,,,"soe_duelPrepReady:""I'm ready to fight.""",
soeDuelPrepResponseCoward,SOEDuelPrepResponse,!$prepSaidCoward,,,"soe_duelPrepCoward:""I won't have them think me a coward.""",
soeDuelPrepResponseCoward2,SOEDuelPrepResponse,"$prepSaidCoward
!$prepSaidCoward2",,,"soe_duelPrepCoward2:""What do you mean by people like Cardona?""",
soeDuelPrepResponseQuaint,SOEDuelPrepResponse,!$prepSaidQuaint,,,"soe_duelPrepQuaint:""Charming traditions you have here.""",
soeDuelPrepResponseSword,SOEDuelPrepResponse,!$player.gotSword,,,soe_duelPrepSword:Just take the sword,
soeDuelPrepResponseStudied,SOEDuelPrepResponse,!$player.gotSword,"SetStoryOption soe_duelPrepStudied 1 soe_duelPrepStudied combat ""Called upon sword combat training while dueling on Eventide""",,"soe_duelPrepStudied:""I have studied the blade."" (easier fight)",
soeDuelPrepTutorialAsk,SOEDuelPrepResponse,"$player.gotSword
!$askDoTutorial",$askDoTutorial = true 0,"Neriene fait une pause un moment, puis dit : « Avant de commencer, voudriez-vous faire quelques élans d'entraînement pour vous échauffer ?",,
soeDuelPrepTutorialDo,SOEDuelPrepResponse,"$player.gotSword
!$didSwordTutorial",,,soe_duelTutorialStart:Take a few practice swings (sword tutorial),
soeDuelPrepResponseLeave,SOEDuelPrepResponse,,,,"soe_duelPrepLeave:""You're right, this is stupid. I'm leaving.""",
soeDuelTutorialStart,DialogOptionSelected,"$option == soe_duelTutorialStart
!$player.bladeSkill",Call $global.soe_ref beginTutorial false,,,
soeDuelTutorialStartSkilled,DialogOptionSelected,"$option == soe_duelTutorialStart
$player.bladeSkill",Call $global.soe_ref beginTutorial true,,,
soeDuelTutorialEnd,SOETutorialFinished,,FireAll SOEDuelPrepResponse,"""Bien."" Neriene réfléchit attentivement à ses paroles. ""Je pense que Cardona a bu, donc ça va aider.""",,
soeDuelPrepCoward,DialogOptionSelected,$option == soe_duelPrepCoward,"$prepSaidCoward = true 0
FireAll SOEDuelPrepResponse","Neriene soupire : ""Peu importe ce que pensent ces enfants. Je n'arrive tout simplement pas à croire que grand-mère permette que cela continue. Enhardir des gens comme Cardona va causer des problèmes.""",,
soeDuelPrepCoward2,DialogOptionSelected,$option == soe_duelPrepCoward2,"$prepSaidCoward2 = true 0
FireAll SOEDuelPrepResponse","""C'est, euh. Compliqué. Politique."" Elle n'aime pas en parler, pensez-vous. 

""Il y a ceux dans l'hégémonie qui pensent - nous, je veux dire ; ceux dont les familles sont issues des officiers du quatorzième groupement tactique - que nous sommes en quelque sorte meilleurs que tout le monde. C'est ridicule.""",,
soeDuelPrepSword,DialogOptionSelected,$option == soe_duelPrepSword,"$player.gotSword = true 0
FireAll SOEDuelPrepResponse","Elle vous tend le fourreau avec l'épée : "" Ceci m'a été donné par mon père. "" 

""Mais ça n'a aucune valeur sentimentale."" Elle vous jette un rapide coup d'œil : ""Je n'ai jamais aimé jouer à l'épée.""",,
soeDuelPrepQuaint,DialogOptionSelected,$option == soe_duelPrepQuaint,"$prepSaidQuaint = true 0
FireAll SOEDuelPrepResponse","""Une société qui n'a pas sa place dans une société civilisée"", dit-elle. ""Mais je suppose que nous ne le sommes pas vraiment, n'est-ce pas."" Elle regarde vers l’un des miroirs.",,
soeDuelPrepStudied,DialogOptionSelected,$option == soe_duelPrepStudied,"AddTextSmall ""Revealed sword combat training"" highlight
$player.bladeSkill = true
$player.gotSword = true 0
FireAll SOEDuelPrepResponse","Neriene a l'air dubitative alors qu'elle vous tend le fourreau. 

Vous dégainez la lame en un seul mouvement et faites une ou deux fentes. La foule rassemblée autour de vous applaudit et crie vers l'autre bout de la loggia.

""Ces idiots ont peut-être commis une erreur plus grave que je ne le pensais"", admet-elle avec un air impressionné.",,
soeDuelPrepReady,DialogOptionSelected,$option == soe_duelPrepReady,,"""Si tu es sûr"", dit-elle.

Alors que vous commencez à vous éloigner, elle ajoute ""Et... donnez-lui l'enfer !""",soe_duelPrepDone:Continue,
soeDuelPrepLeave,DialogOptionSelected,$option == soe_duelPrepLeave,"$option = soe_duelLeaveGo 0
FireBest DialogOptionSelected","""Bien"", dit-elle, et elle laisse tomber le fourreau sur la pile de matériel de duel.",,
soeDuelLeaveGo,DialogOptionSelected,$option == soe_duelLeaveGo,MarketReduceRandomRep,"La foule se moque. Neriene lance un regard meurtrier aux chahuteurs les plus proches ; ils découvrent vite qu'ils étaient moins enthousiastes qu'ils ne le pensaient pour ce duel. Son statut de membre de la Maison Rao et d'hôte du bal ne vous protège cependant pas du dédain général, et elle vous conduit rapidement à travers un ascenseur d'accès discret pour les domestiques et vous ramène à l'aire de votre navette.",soe_duelPrepLeave2:Continue,
soeDuelPrepLeave2,DialogOptionSelected,$option == soe_duelPrepLeave2,BeginConversation neriene_rao,"Le personnel est efficace ; votre entourage est convoqué sans nécessiter votre intervention, bien qu'il semble avoir été interrompu au milieu d'un repas, s'essuyant les mains et un garde faisant éclater un anti-ivresse.

Navette préparée, Neriene vous accueille depuis la rampe de lancement.

""Eh bien,"" dit-elle, mal à l'aise, ""je m'excuse pour... pour tout. Nous ne sommes pas tous des brutes de clan.""","soe_duelPrepLeaveWontHold:""I won't hold their actions against you.""
soe_duelPrepLeaveBravado:""I've survived worse. It's no hull breach, for instance.""
soe_duelPrepLeaveDatingSim:""I enjoyed the dance. We should do it again.""
soe_duelPrepLeaveRude:""Don't. They just showed me what you really are.""",
soeDuelPrepLeaveWontHold,DialogOptionSelected,$option == soe_duelPrepLeaveWontHold,,"Elle hoche la tête, acceptant vos paroles, son visage toujours sombre. ""Jusqu'à un meilleur moment, capitaine."" Elle se détourne avant que vous puissiez répondre et se dirige vers le manoir.",soe_duelPrepLeaveEnd:Leave,
soeDuelPrepLeaveBravado,DialogOptionSelected,$option == soe_duelPrepLeaveBravado,,"""Non, je suppose que non"", dit-elle, un début de sourire sur le visage. « Jusqu'à un meilleur moment, capitaine », dit-elle avant de se détourner avant que vous puissiez répondre, se dirigeant vers le complexe du manoir.",soe_duelPrepLeaveEnd:Leave,
soeDuelPrepLeaveDatingSim,DialogOptionSelected,$option == soe_duelPrepLeaveDatingSim,AdjustRepPerson neriene_rao FRIENDLY 1,"""J'aimerais ça"", dit-elle, un début de sourire sur le visage. Elle a l'air d'être sur le point d'en dire plus, mais elle hoche rapidement la tête et se détourne avant que vous puissiez répondre, se dirigeant vers le complexe du manoir.",soe_duelPrepLeaveEnd:Leave,
soeDuelPrepLeaveRude,DialogOptionSelected,$option == soe_duelPrepLeaveRude,AdjustRepPerson neriene_rao SUSPICIOUS -5,"Elle a l'air blessée, ouvre la bouche pour parler, puis la ferme et se détourne rapidement, se dirigeant vers le manoir.",soe_duelPrepLeaveEnd:Leave,
soeDuelPrepLeaveEnd,DialogOptionSelected,$option == soe_duelPrepLeaveEnd,"Call $global.soe_ref cleanUpMusicPlayer
EndConversation DO_NOT_FIRE
$global.soe_completed = true
Call $global.soe_ref updateStage
ShowDefaultVisual
FireBest MarketPostOpen",Votre navette rejoint votre $shipOrFleet au-dessus de $entityName.,,
soeDuelPrepDone,DialogOptionSelected,$option == soe_duelPrepDone,"EndConversation DO_NOT_FIRE
ShowImageVisual eventide","Vêtu d'un équipement de duel et brandissant l'épée de Neriene, vous êtes conduit à l'extrémité d'une loggia à colonnes qui semble surplomber la vallée en contrebas. 

Magnus Cardona s'avance et la foule se retire.",soe_duelStart:Fight,
soeDuelStart,DialogOptionSelected,$option == soe_duelStart,"EndConversation DO_NOT_FIRE
Call $global.soe_ref beginDuel false",,,
soeDuelStartSkilled,DialogOptionSelected,"$player.bladeSkill
$option == soe_duelStart","EndConversation DO_NOT_FIRE
Call $global.soe_ref beginDuel true",,,
# soe Won Duel,,,,,,
soeFightWin,SOEDuelFinished,$soe_playerWonDuel,"$player.soe_wonDuel = true
Call $global.soe_ref postDuel","La foule qui regarde émet un son de douleur collective sympathique alors que Cardona tombe au sol avec un craquement. Un silence tendu s’ensuit.

Sang et ses serviteurs semblent horrifiés. Les spectateurs derrière eux regardent, figés et incertains.",soe_fightWin2:Continue,
soeFightWin2,DialogOptionSelected,$option == soe_fightWin2,AdjustRep hegemony WELCOMING 3,"Quelque chose de vaste et d’invisible tourne autour d’un point d’appui invisible vers un point de basculement, un seuil de masse critique déclenchant un changement d’état.

Quelqu’un commence à applaudir, puis d’autres, avec une vague croissante d’applaudissements et de cris. Il est donc convenu qu’aujourd’hui nous pouvons encourager l’étranger.",soe_fightWin3:Continue,
soeFightWin3,DialogOptionSelected,$option == soe_fightWin3,,"Vous vous retrouvez porté sur les épaules de fêtards excités qui n'étaient pas vos amis il y a seulement quelques minutes. Vous êtes ramené physiquement dans la grande salle, où les boissons potables sous pression ne sont pas bouchées.

Placé à la table d'honneur tel un roi, vous êtes présenté aux personnes rassemblées comme une sorte d'objet de culte, l'avatar de la victoire, de l'honneur ou d'autres notions qui auront probablement beaucoup moins de sens demain lorsque tout le monde sera dégrisé.",soe_fightWin4:Continue,
soeFightWin4,DialogOptionSelected,$option == soe_fightWin4,,"L'idée vous traverse l'esprit que l'épée de Nériène n'est plus dans votre main. Vous espérez que quelqu’un s’est assuré qu’il était rangé en toute sécurité. Vous apercevez le visage de Nériène ; elle essaie de se frayer un chemin à travers la foule. Elle a l'air à la fois joyeuse et inquiète.

Augusta Rao regarde de loin, son expression distante.",soe_fightWin5:Continue,
soeFightWin5,DialogOptionSelected,$option == soe_fightWin5,BeginConversation neriene_rao,"Plus tard – combien de temps plus tard vous ne voulez pas encore envisager – vous vous tenez debout, instable, devant votre navette. Le personnel du manoir est efficace ; votre entourage a été convoqué. Certains ont l'air d'avoir été réveillés de leur sommeil, et vous remarquez un garde qui injecte furtivement un anti-ivresse. Ils gardent leur ton professionnel, mais on peut dire qu’ils rayonnent de fierté. La nouvelle de votre victoire s’est évidemment répandue rapidement parmi les équipages en attente.

Neriene semble vous accompagner depuis la rampe de lancement. Elle est bien composée malgré les excès du ballon.

""Tu t'es fait des amis ce soir"", dit Neriene avec un sourire qui s'efface. ""Et quelques ennemis.""","soe_fightWinMaybe:""Fun party. See you around, maybe.""
soe_fightWinBravado:""And now my enemies know what's waiting for them.""
soe_fightWinDatingSim:""I hope to count you among those friends.""
soe_fightWinNeverAgain:""I'm never coming to one of these balls ever again.""
soe_fightWinRude:""I can't believe you convinced me to take part in that debauched bloodsport.""
",
soeFightWinMaybe,DialogOptionSelected,$option == soe_fightWinMaybe,AdjustRepPerson neriene_rao FRIENDLY 1,"Elle hoche la tête, l'ombre d'un sourire revenant. ""Peut être."" Elle se détourne avant que vous puissiez répondre et retourne vers le manoir.",soe_fightWinPrevail:Leave,
soeFightWinBravado,DialogOptionSelected,$option == soe_fightWinBravado,,"Son front se plisse. ""Et tes amis, je suppose"", dit-elle en se détournant.

Elle retourne vers le complexe du manoir avant que vous puissiez répondre.",soe_fightWinPrevail:Leave,
soeFightWinDatingSim,DialogOptionSelected,$option == soe_fightWinDatingSim,AdjustRepPerson neriene_rao FRIENDLY 2,"""J'aimerais ça"", dit-elle, le sourire revenant.

Elle semble vouloir en dire plus, mais elle hoche la tête et se détourne, se dirigeant vers le complexe du manoir avant que vous puissiez répondre.",soe_fightWinPrevail:Leave,
soeFightWinNeverAgain,DialogOptionSelected,$option == soe_fightWinNeverAgain,,"Elle hoche la tête en direction des nuages ​​d'orage lointains, pensive. ""Je ne peux pas dire que je vous en veux. Peut-être que nous nous reverrons dans un contexte plus... civilisé.""

Sur ce, elle se détourne et se dirige vers le manoir.",soe_fightWinPrevail:Leave,
soeFightWinRude,DialogOptionSelected,$option == soe_fightWinRude,AdjustRepPerson neriene_rao SUSPICIOUS -5,"Elle a l'air choquée, ""Tu penses en fait que je-"" s'interrompt-elle, tendant sa paume vers toi, son expression se durcissant.

Neriene ouvre la bouche pour parler, puis la ferme et se détourne rapidement, se dirigeant vers le manoir.",soe_fightWinPrevail:Leave,
soeFightWinPrevail,DialogOptionSelected,$option == soe_fightWinPrevail,"Call $global.soe_ref cleanUpMusicPlayer
EndConversation DO_NOT_FIRE
AddStoryPoints 1
$global.soe_completed = true
Call $global.soe_ref updateStage
ShowDefaultVisual
FireBest MarketPostOpen",Votre navette rejoint votre $shipOrFleet au-dessus de $entityName.,,
,,,,,,
,,,,,,
# soe Lost Duel,,,,,,
soeFightLose,SOEDuelFinished,$soe_playerLostDuel,"$player.soe_lostDuel = true
Call $global.soe_ref postDuel","Vous vous réveillez lentement. Vous ne vous sentez clairement pas bien ; il n’y a pas de douleur, mais plutôt le mal de la chair séparée. 

Un automédical portable émet un bip à côté de vous, des tubes froids parcourant votre corps. Une silhouette vaguement en forme de Neriene Rao vous demande quelque chose.",soe_fightLose1:Continue,
soeFightLose1,DialogOptionSelected,$option == soe_fightLose1,,"Vous pensez être appuyé contre un banc, avec la veste d'uniforme de quelqu'un derrière la tête. De hautes fenêtres brillent au crépuscule, les formes floues des fêtards se déplaçant à l'intérieur.

Les miroirs ont pu se poser, laissant le ciel briller du bleu le plus profond.",soe_fightLose2:Continue,
soeFightLose2,DialogOptionSelected,$option == soe_fightLose2,BeginConversation neriene_rao,"""Allez, on te ramène à ta navette.""

Neriene vous remet sur pied. Votre tête tourne un instant, puis l'automédical vrombit. Un sentiment de bien-être fragile vous envahit.

Elle vous conduit avec précaution jusqu'à un discret ascenseur d'accès aux domestiques et vous ramène à l'emplacement de votre navette.",soe_fightLose3:Continue,
soeFightLose3,DialogOptionSelected,$option == soe_fightLose3,,"Le personnel du manoir est efficace ; votre entourage a été convoqué. Ils gardent un ton professionnel, mais on peut dire que leur humeur est prudente. La nouvelle de votre perte s'est évidemment rapidement répandue parmi les équipages de conduite en attente.

Neriene vous accueille depuis la rampe de lancement.

""Eh bien,"" dit-elle, mal à l'aise, ""je m'excuse pour... pour tout. Nous ne sommes pas tous des brutes de clan.""","soe_fightLoseWontHold:""I won't hold their actions against you.""
soe_fightLoseParty:""Fun party. Glad I survived it.""
soe_fightLoseBravado:""Now they know I won't back down. I won that much.""
soe_fightLoseDatingSim:""I enjoyed the dance. We should do it again.""
soe_fightLoseRude:""Don't. They just showed me what you really are.""",
soeFightLoseWontHold,DialogOptionSelected,$option == soe_fightLoseWontHold,,"Elle hoche la tête sombrement, acceptant vos paroles.

""Jusqu'à un meilleur moment, capitaine."" Elle se détourne avant que vous puissiez répondre et se dirige vers le manoir.",soe_fightLoseLeave:Leave,
soeFightLoseParty,DialogOptionSelected,$option == soe_fightLoseParty,AdjustRepPerson neriene_rao FRIENDLY 1,"""Moi aussi"", dit-elle avec un début de sourire.

""À la prochaine fois, capitaine"", dit-elle en se tournant vers le complexe du manoir avant que vous puissiez répondre.",soe_fightLoseLeave:Leave,
soeFightLoseBravado,DialogOptionSelected,$option == soe_fightLoseBravado,,"Son front se plisse. ""À l'académie, on nous a appris à éviter les combats selon les conditions fixées par l'ennemi."" 

Elle semble vouloir en dire plus, mais elle décide de ne pas le faire. En secouant la tête, elle se détourne avant que vous puissiez répondre, se dirigeant vers le complexe du manoir.",soe_fightLoseLeave:Leave,"# translation: ""you idiot"""
soeFightLoseDatingSim,DialogOptionSelected,$option == soe_fightLoseDatingSim,AdjustRepPerson neriene_rao FRIENDLY 2,"""J'aimerais ça"", dit-elle, son sourire revenant enfin.

Elle semble vouloir en dire plus, mais elle hoche rapidement la tête et se détourne avant que vous puissiez répondre, se dirigeant vers le complexe du manoir.",soe_fightLoseLeave:Leave,
soeFightLoseRude,DialogOptionSelected,$option == soe_fightLoseRude,AdjustRepPerson neriene_rao SUSPICIOUS -3,"Elle a l'air blessée, ouvre la bouche pour parler, puis la ferme et se détourne rapidement, se dirigeant vers le manoir.",soe_fightLoseLeave:Leave,
soeFightLoseLeave,DialogOptionSelected,$option == soe_fightLoseLeave,"Call $global.soe_ref cleanUpMusicPlayer
EndConversation DO_NOT_FIRE
AddStoryPoints 1
$global.soe_completed = true
Call $global.soe_ref updateStage
ShowDefaultVisual
FireBest MarketPostOpen",Votre navette rejoint votre $shipOrFleet au-dessus de $entityName.,,
,,,,,,
# NPC reactions - different greetings based on things the player has done. Usually one-time or with a delay before they can happen again.,,,,,,
#reactionOpenCommLinkCont,DialogOptionSelected,$option == reactionCommCont,FireBest OpenCommLink,,,
#reactionGreetingCont,DialogOptionSelected,$option == reactionGreetingCont,FireBest PickGreeting,,,
#reactionPlayerKnowsTJComms,OpenCommLink,"$global.gaTJ_completed score:1000
!$reactedPlayerKnowsTJ
!$entity.ignorePlayerCommRequests
RollProbability 0.1",$reactedPlayerKnowsTJ = true 90,Un commandant de flotte mentionne quelque chose à propos du saut transversal.,reactionCommCont:Continue,
#reactionPlayerKnowsTJGreeting,PickGreeting,"$global.gaTJ_completed score:1000
!$reactedPlayerKnowsTJ
RollProbability 0.1",$reactedPlayerKnowsTJ = true 90,Personne basée sur une planète mentionnant quelque chose à propos du saut transversal.,reactionGreetingCont:Continue,
,,,,,,
#convPlayerKnowsTJDefaultGreeting,PickGreeting,!$contact_printedFirstReturnGreeting,"$reactedPlayerKnowsTJ = true 90
$contact_printedFirstReturnGreeting = true 0
ShowPersonVisual
FireAll PopulateOptions","Après une courte attente, votre demande de connexion est acceptée.

""Bonjour"", $heOrShe jette un coup d'œil à quelque chose, ""Oh, c'est..."" Les yeux de $HisOrHer se précipitent vers les vôtres, ""Le $shipOrFleet qui saute sans point de saut. C'est ce qu'ils disent.""",,
#convPlayerKnowsTJGreetingSoldier,PickGreeting,"!$contact_printedFirstReturnGreeting
$voice == soldier","$reactedPlayerKnowsTJ = true 90
$contact_printedFirstReturnGreeting = true 0
ShowPersonVisual
FireAll PopulateOptions","Après une courte attente, votre demande de connexion est acceptée.

""Comms ouvertes"", $heOrShe fait une double prise. ""$PlayerName. Capitaine.""

""Votre $shipOrFleet a été associé à des manœuvres anormales dans l'hyperespace"", dit $heOrShe comme s'il récitait un rapport d'informations. ""Nous n'aurons pas de telles indiscrétions aujourd'hui.""

$Rank $personLastName se redresse et compose $himOrHerself. ""Chaîne dégagée, exposez votre demande.""",,
#convPlayerKnowsTJGreetingFaithful,PickGreeting,"!$contact_printedFirstReturnGreeting
$voice == faithful","$reactedPlayerKnowsTJ = true 90
$contact_printedFirstReturnGreeting = true 0
ShowPersonVisual
FireAll PopulateOptions","Après une courte attente, votre demande de connexion est acceptée.

Les communications décident d'afficher $personName, qui rapproche $hisOrHer en guise de salutation.

""Béni soit sur vous. Que puis-je-"" $HeOrShe plisse les yeux, ""Pardonnez-moi, j'aurais dû reconnaître le $shipOrFleet de $playerName.""

$PersonName semble inconfortable. ""Il y a eu des rapports troublants concernant certaines manœuvres hyperspatiales. Je prie pour qu'aucune performance de ce type ne soit observée dans ce volume local. Certains pourraient considérer cela comme un... blasphème.""

Remonstration livrée, $heOrShe met $hisOrHer les mains ensemble. ""Comment pouvons-nous servir?"" ",,
#convPlayerKnowsTJGreetingSpacer,PickGreeting,"!$contact_printedFirstReturnGreeting
$voice == spacer","$reactedPlayerKnowsTJ = true 90
$contact_printedFirstReturnGreeting = true 0
ShowPersonVisual
FireAll PopulateOptions","Après une courte attente, votre demande de connexion est acceptée.

""Des étoiles brillantes et de longues brûlures."" $HeOrShe vous regarde, ""Ah, je le sais. $PlayerName ! J'ai entendu des histoires de sauts vers et depuis l'hyperespace sans aucun souci."" $PersonName sourit : ""Magnifique. Je te demanderais de me montrer comment, mais tu sais. Dans ma position, je ne peux plus prendre de risques comme avant.""

$HeOrShe secoue la tête de $hisOrHer, puis dit ""Alors, comment puis-je aider ?""",,
#convPlayerKnowsTJGreetingAristo,PickGreeting,"!$contact_printedFirstReturnGreeting
$voice == aristo","$reactedPlayerKnowsTJ = true 90
$contact_printedFirstReturnGreeting = true 0
ShowPersonVisual
FireAll PopulateOptions","Après une courte attente, votre demande de connexion est acceptée.

""Salutations capitaine"", $heOrShe vous regarde, puis s'éloigne, puis revient sérieusement. ""Capitaine $playerName ! Pourquoi, n'est-ce pas vous qui sautez dans l'hyperespace ? Bien sûr que vous l'êtes !""

Puis, plus destiné à $himOrHerself, $heOrShe dit ""Mes étoiles, cela devrait fournir une anecdote divertissante.""

$personName vous regarde avec impatience. ""Eh bien, continuez, $playerSirOrMadam. Mon attention est à vous.""",,
#convPlayerKnowsTJGreetingOfficial,PickGreeting,"!$contact_printedFirstReturnGreeting
$voice == official","$reactedPlayerKnowsTJ = true 90
$contact_printedFirstReturnGreeting = true 0
ShowPersonVisual
FireAll PopulateOptions","Après une courte attente, votre demande de connexion est acceptée.

""C'est $post $personName."" Les yeux de $HisOrHer se tournent vers vous alors qu'un petit froncement de sourcils se forme.

""Capitaine $playerName, je vois. Qu'il n'y ait pas de bouffonneries irrégulières dans l'hyperespace sous ma montre, $playerSirOrMadam. Considérez cela comme une demande officielle.""",,
#convPlayerKnowsTJGreetingBusiness,PickGreeting,"!$contact_printedFirstReturnGreeting
$voice == business","$reactedPlayerKnowsTJ = true 90
$contact_printedFirstReturnGreeting = true 0
ShowPersonVisual
FireAll PopulateOptions","Après une courte attente, votre demande de connexion est acceptée.

""Bienvenue, capitaine !"" $PersonName sourit largement : ""On entend des choses sur vous. Vous traversez prétendument la frontière de l'hyperespace et autres. On imagine seulement les profits qui pourraient être réalisés par un commerçant entreprenant qui pourrait esquiver les patrouilles tarifaires d'un simple simple clic."" 

$HeOrShe fait un clin d'œil assez flagrant, puis change de vitesse. ""Alors, quelle affaire légitime vous amène ici ?""",,
#convPlayerKnowsTJGreetingScientist,PickGreeting,"!$contact_printedFirstReturnGreeting
$voice == scientist","$reactedPlayerKnowsTJ = true 90
$contact_printedFirstReturnGreeting = true 0
ShowPersonVisual
FireAll PopulateOptions","Après une courte attente, votre demande de connexion est acceptée.

""Oui, quoi ? Je suis en plein milieu de"", $heOrShe vous regarde avec un choc de reconnaissance.

""Oh ! Je suis par nature sceptique, mais je sais de source sûre que vous avez réussi une technique permettant de sauter vers et depuis l'hyperespace sans engagement avec une conjonction Durand-Patel."" $HeOrShe réfléchit un instant : ""Je ne le croirai que lorsque je recevrai les journaux des capteurs. En triple exemplaire.""

$personName commence à appuyer sur les boutons, perdu dans ses pensées. Vous pensez qu'il est préférable de commencer votre enquête avant que $heOrShe ne soit plus distrait.",,
#convPlayerKnowsTJGreetingVillain,PickGreeting,"!$contact_printedFirstReturnGreeting
$voice == villain","$reactedPlayerKnowsTJ = true 90
$contact_printedFirstReturnGreeting = true 0
ShowPersonVisual
FireAll PopulateOptions","Après une courte attente, votre demande de connexion est acceptée.

""$PlayerName, bien sûr, ce serait toi."" $HeOrShe sourit d'un air carnivore, ""La rumeur dit que vous avez sauté vers et depuis l'hyperespace sans vous soucier du positionnement des points de saut."" $PersonName vous fait un signe du doigt : « Vilain, méchant. Qu'en penseront les autorités ? »

""Naturellement, je ne porte aucune critique sur votre intelligence"", poursuit magnanimement $heOrShe, ""Permettez-moi de vous accueillir sur mon humble orbite en tant que... âme sœur.""",,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"# fusion lamp color changing, just because",,,,,,
fusionLampBeginPlayer,OpenInteractionDialog,"$customType == fusion_lamp score:1000
$faction.id == player","ShowDefaultVisual
FireBest FusionLampMainOptions","Votre officier de communication établit une connexion avec le régulateur de la lampe à fusion, puis bascule le terminal de commande sur votre interface d'affichage.

""Bienvenue, [NOM DU CLIENT] ! Veuillez consulter les options de personnalisation du spectre pour votre Fabrique Orbitale [NOM DU PRODUIT] ci-dessous. Si vous avez besoin de l'aide d'une expédition du service client, veuillez contacter [ID COMMS CORRUPTÉ].""",,
fusionLampBeginNonPlayer,OpenInteractionDialog,"$customType == fusion_lamp score:1000
$faction.id != player",ShowDefaultVisual,"Votre officier de communication tente d'établir une connexion avec l'interface du régulateur de la lampe à fusion, mais le terminal est sécurisé. Chaque échec de connexion renvoie le retour d'information vers une publicité pour la ""Fabrique Orbitale Plasma Dynamo"".

Des hommes sophistiqués, bronzés et sportifs, se prélassent au milieu d'une exposition improbable de verrerie dans un luxe primitif-chic alors que plusieurs soleils se couchent sur un horizon aquatique ; les lueurs des soleils s'enflamment pour remplir l'écran d'une fanfare montante, qui monte en crescendo, puis s'estompe jusqu'au logo de la Fabrique Orbitale et son O orbital distinctif. 

Vous mettez fin au flux.",100:defaultLeave:Leave,
fusionLampMainOptions,FusionLampMainOptions,,,,"0:fusionLamp_changeColor:Adjust the lamp's visible emission range
1:fusionLamp_help:Help
100:defaultLeave:Leave",
fusionLampHelp,DialogOptionSelected,$option == fusionLamp_help,,"""Veuillez consulter votre agent manuel du système expert (tm) de la Fabrique Orbitale Orbital Fusion Lamp Non-AI Classified Expert System pour obtenir des instructions sur la façon de reconfigurer le produit Orbital Fusion Lamp (tm) pour d'autres applications industrielles et militaires.""

Vous avez le souffle coupé aux mots « applications militaires », mais aucune autre information n'est disponible. Et, il va sans dire que vous n'êtes pas en possession d'un agent manuel du système expert (tm) de lampe à fusion orbitale non classé par l'IA de la Fabrique Orbitale.",,
fusionLampColorOptions,DialogOptionSelected,$option == fusionLamp_changeColor,SetShortcut fusionLamp_goBack ESCAPE,"""Veuillez profiter de la multitude d'options de couleurs proposées pour assurer un confort et une santé optimaux à vos [COLONISTES / EMPLOYÉS / CLIENTS / AUTRES].""

Après un moment de réflexion, vous décidez de définir la couleur sur...","0:fusionLamp_orange:Factory-default orange
1:fusionLamp_red:Foreboding red, like Askonia
2:fusionLamp_blue:Actinic blue, like Isirah
3:fusionLamp_white:Incandescent white, like Hybrasil
4:fusionLamp_yellow:Comfortable yellow, like Corvus
5:fusionLamp_green:Calming green, like no star in the galaxy
6:fusionLamp_goBack:Go back",
fusionLampOrange,DialogOptionSelected,$option == fusionLamp_orange,"unset $core_lampGlowColor
unset $core_lampLightColor
FireBest FusionLampMainOptions",Merci d'utiliser le sélecteur de couleurs Fabrique Orbitale (tm) !,,
fusionLampRed,DialogOptionSelected,$option == fusionLamp_red,"SetColor $core_lampGlowColor 255,50,50,255
SetColor $core_lampLightColor 255,50,50,255
FireBest FusionLampMainOptions",Merci d'utiliser le sélecteur de couleurs Fabrique Orbitale (tm) !,,
fusionLampBlue,DialogOptionSelected,$option == fusionLamp_blue,"SetColor $core_lampGlowColor 210,230,255,255
SetColor $core_lampLightColor 210,230,255,255
FireBest FusionLampMainOptions",Merci d'utiliser le sélecteur de couleurs Fabrique Orbitale (tm) !,,
