id,type,text1,text2,text3,text4,notes
nav_buoy_makeshift,CUSTOM,"Construite à l'aide de la meilleure technologie disponible dans le secteur, une bouée de navigation surveille l'hyperchamp du système et est capable de transmettre ses découvertes aux flottes amies du système. Les données sont souvent peu fiables mais restent utiles pour effectuer des ajustements du champ de conduite à la volée.",,,,
test_station,CUSTOM,Une station orbitale construite comme une entité de campagne personnalisée avec une balise « station ».,,,,
barren-bombarded,PLANET,"Monde rocheux sans vie, la surface battue raconte une longue histoire de bombardements intermittents de météores. L'atmosphère qui s'y trouve s'accroche à la croûte cicatrisée dans un quasi-vide. Il n’y a pas de champ magnétique ni d’activité tectonique significative. Le régolithe profond prédomine, traversé par des canaux de lave et repéré par d'anciennes mers de lave formées par des impacts particulièrement importants.",,"La courbe marbrée de la planète tourne en dessous de vous. Le régolithe plus clair est criblé d'anciens cratères d'impact, les mers de lave plus sombres sont moins densément marquées mais néanmoins déchirées par les preuves de leur propre création cataclysmique.",,
irradiated,PLANET,"Aride et hautement irradiée, cette planète est non seulement dépourvue de vie, mais constitue également un environnement hostile, même pour les opérations robotiques aguerries, en raison des énergies impressionnantes infligées à sa surface. Tout habitat devrait en effet être construit en profondeur pour que quiconque soit assez fou pour vivre ici.",,,,
planet_jangala,CUSTOM,"Joyau du système Corvus, Jangala possède une biosphère indigène luxuriante. Les fermes et les mers du monde, souvent cachées par les cyclones des mégatempêtes, sont une source majeure de matières premières organiques, de produits alimentaires et de matériaux xénobiologiques exotiques. Considéré comme sacré par la plupart des sectes Luddic.",,"Initialement centre d'études xénobiologiques et de tourisme, l'exploitation a suivi la découverte et des millions de kilomètres carrés ont été rasés puis recouverts de plantations entretenues par d'immenses récolteuses robotisées.  Mais ce n’est pas un paradis pour les humains, nécessitant des masques biofiltrants et un processus de décontamination pour les visites en surface. La jungle indigène tumultueuse doit être freinée jusqu'à ce jour par des brûlages orbitaux périodiques depuis la station Jangala.",,
station_jangala,CUSTOM,"Mégapole, chantier naval et port en orbite ; le centre cosmopolite incontesté de civilisation et de culture dans le système Corvus ainsi que le siège du district militaire de l'hégémonie englobant les systèmes locaux. Un trafic commercial et naval intense envahit la station à tout moment.",,"Formé d'une vaste structure à plusieurs niveaux, les premiers portiques anciens de ravitaillement et de réparation sont cachés parmi des hangars industriels corrodés qui se trouvent à l'ombre d'un immense anneau de laboratoires et de systèmes de support associés. Plus haut encore, les halls commerciaux, les quartiers métroplexes et les chantiers navals aux nombreuses ailes sont tous surveillés par une flèche de commandement et de contrôle hérissée de réseaux de communication et de modules d'armes.",,
planet_asharu,CUSTOM,"Une planète désertique, produit d'un projet de terraformation avorté datant d'avant l'Effondrement. Peuplé de quelques colons farouchement indépendants, de criminels et d’excentriques. L'hégémonie revendique techniquement la domination sur Asharu mais n'y maintient aucune administration permanente, envoyant des patrouilles uniquement pour traquer les pirates ou imposer des tarifs élevés mais peu fréquents sur le peu d'activités commerciales restantes.",,"Dans des temps meilleurs, Asharu était un modèle de terraformation : une ombre solaire abaissait la température de la surface tandis que la glace lancée depuis les lunes de Barad laissait des traînées de vapeur brillantes tomber sous forme de pluie du ciel. Hélas, le chaos de l'Effondrement a stoppé la glace et le sabotage présumé de Luddic a détruit l'ombre. Les investissements se sont taris et seules quelques formes de vie robustes (y compris une poignée de colons humains) survivent dans les montagnes abritées entre les vastes dunes qui reprennent lentement les fondations de villes jamais construites.",,
planet_agreus,CUSTOM,"Centre majeur de démolition navale dans cette région du Secteur, les carcasses sont ici destinées à la démolition par la Marine de l'Hégémonie et de nombreux autres clients issus des mondes centraux du Secteur. Le Ko Combine a acheté les droits d'administration planétaire en vertu de sa charte d'entreprise et a reconstruit sa fortune en employant de nouvelles techniques de recyclage, en reconstruisant des navires et (certains disent) en récupérant les renseignements des noyaux de pseudo-IA morts.",,"Des siècles de coques de vaisseaux spatiaux dénudées reposent sur les mers de lave froides et les plaines de régolithes de ce monde aride. Certains cœurs de réacteurs particulièrement radioactifs sont laissés dans des fosses en quarantaine qui brillent d’un rayonnement détectable lors des analyses à longue portée. Les travailleurs employés par les opérations industrielles vivent dans de vastes arcologies de cratères, des villes souterraines entourées de panneaux solaires scintillants et de tubes de transport menant à des installations de traitement et à des dépôts de matériaux éloignés.",,
planet_nomios,CUSTOM,"De la neige sale à base d'ammoniac tombe par à-coups et en rafales depuis la fine atmosphère de Nomios. Les congères sont petites et pour la plupart dégagées des portes blindées des baies d'atterrissage des habitats par des drones sur chenilles battus. Les installations de cette planète sont gérées par la bureaucratie au pouvoir, un fragment secret du directoire Mbaye-Gogol qui prétend avoir survécu depuis l'Effondrement - dans l'esprit plutôt que dans le corps, si les rumeurs sont vraies.",,"Les emplacements d'armes lourdes suivent et cinglent de manière visible tous les navires entrants, l'équivalent d'une arme à feu tenue prête. La réception sur Nomios est élégante, discrète et polie ; un masque antiseptique pour les affaires évoquées de manière implicite.",,
planet_syrinx,CUSTOM,Une planète géante composée d'une grande proportion de substances volatiles plus lourdes que les géantes gazeuses classiques plus massives dominées par l'hydrogène. Des vents violents balayent les nuages ​​d'ammoniac au-dessus de grandes tempêtes et des remontées d'hydrocarbures provenant de la transition progressive vers des mers d'eau et d'ammoniac qui reposent sur des glaces exotiques formées par l'extrême pression et la haute gravité.,,,,
station_arcadia,CUSTOM,"Ce centre logistique de l'Hégémonie fournit des flottes capables de projeter de la puissance à travers le système Arcadia, stratégiquement vital. La grâce utilitaire et les larges anneaux de sa construction centrale datent d'avant l'Effondrement, lorsque la station était une installation de siphonnage de substances volatiles. Plus tard, des modules d'armes rudimentaires et des nodules blindés assemblés à partir de carcasses destinées à Agreus furent ajoutés en réponse au risque de raids surprises contre cette concentration vitale de matériel.",,"L’influence de l’utilité martiale s’est complètement infiltrée dans la station. Même le contrôle civil du trafic parle dans le langage haché de la Marine de l’Hégémonie. Vous apercevez la démarche cahoteuse des mineurs de gaz et des équipages de la marine dans le hall public tamisé, aussi propre qu'une caserne.",,
fusion_lamp,CUSTOM,"Une lampe à fusion orbitale de l'ère Domain, capable de fournir suffisamment de lumière et de chaleur à une planète.",,,,
abyssal_light,CUSTOM,Une concentration énergétique transitoire d'origine inconnue trouvée uniquement dans l'hyperespace abyssal.,,,,
food,RESOURCE,"Divers produits alimentaires, conservés et conditionnés pour l'exportation. Durée de conservation garantie d'au moins cinq années standard du domaine.",,,,
organics,RESOURCE,"Molécules complexes en vrac à base de carbone et leurs dérivés avec des applications dans les plastiques, les carburants, les solvants, les polymères, les produits alimentaires, la biotechnologie, le maintien de la vie et une vaste gamme d'autres nécessités.",,,,
volatiles,RESOURCE,Isotopes rares d'éléments plus légers - tels que le deutérium - ayant des applications critiques dans la production de carburant et d'autres processus industriels avancés.,,,,
ore,RESOURCE,Comprend les minerais de métaux ferreux et non ferreux courants. Doit être raffiné pour être utile à l’industrie.,,,,
rare_ore,RESOURCE,"Éléments lourds non transformés pouvant inclure des terres rares, des actinides et des minéraux plus exotiques essentiels aux applications industrielles et de recherche avancées.",,,,
metals,RESOURCE,Formes raffinées de métaux ferreux et non ferreux courants utilisés dans la plupart des secteurs de la construction et de la production de biens. Les lingots suivent les normes de domaine traditionnelles.,,,,
rare_metals,RESOURCE,"Éléments lourds raffinés, y compris les actinides communs et d'autres éléments exotiques plus lourds, essentiels aux systèmes à haute énergie et aux applications de recherche avancées.",,,,
heavy_machinery,RESOURCE,"Divers modules standardisés pour manipuler la matière à l'échelle industrielle. Ils acceptent la saisie manuelle, les formats de modèles de conception les plus courants ou peuvent être asservis au contrôle du réseau.",,,,
domestic_goods,RESOURCE,"Il s’agit de vêtements, de gadgets, d’articles et de biens produits en masse qui permettent aux gens de vivre une vie confortable depuis l’établissement de la civilisation spatiale industrialisée.",,,,
organs,RESOURCE,"Le remplacement d'organes est une pratique bien établie, mais les matériaux sont délicats et leur culture est un processus inconstant. Il y a toujours un marché pour les organes sains et toujours une source si on ne se pose pas trop de questions.",,,,
drugs,RESOURCE,"Interdits sur certains mondes, les « arts chimiques » comprennent une gamme vertigineuse de produits recherchés par ceux qui recherchent un peu de plaisir, une conscience élargie ou simplement une évasion de leur vie misérable.",,,,
hand_weapons,RESOURCE,"Des armements allant des armes lourdes de niveau escouade aux robots, chars et aéroglisseurs. L'utilisation privée est interdite sur la plupart des mondes. En grande partie démonté et ne convient pas pour une utilisation lors de raids rapides.",,,,
luxury_goods,RESOURCE,"L'élite de tous les mondes du Secteur désire des choses précieuses, rares et bien fabriquées par de véritables artisans humains.",,,,
lobster,RESOURCE,Un mélange de plusieurs espèces de l'Ancienne Terre et un peu d'imagination ont donné naissance à cette créature qui pousse à l'état sauvage dans les profondeurs écrasantes des fonds marins de Volturn. On dit que la saveur est exceptionnelle.,,,,
luddic_furniture,RESOURCE,"Construits à partir de bois cultivé naturellement sur les planètes et fabriqués à la main selon des méthodes transmises de maître à apprenti, les meubles Luddic sont un bien rare et très prestigieux dans le Secteur.",,,,
ships,RESOURCE,"Des coques de navires et des armements de bas rang et souvent techniquement défectueux - ""export grade"" - suffisants pour équiper les convois marchands et former le système de base des patrouilles de défense. Le commerce en volume de matériel de vaisseau de premier ordre est pratiquement inexistant entre les factions.",,,,
planet_nidhogg,CUSTOM,"Lune géologiquement instable en raison de sa proximité avec la géante gazeuse Yggdrasil, les forces de marée réchauffent et brassent sans cesse les entrailles de Nidhogg. Des fissures et des volcans parsèment la surface et la lave qu'ils crachent coule sur plusieurs kilomètres à travers la croûte carbonisée.",,,,
planet_ratatosk,CUSTOM,Une lune de silicate rocheux sans vie et stérile avec une atmosphère qui s'incande faiblement lorsqu'elle est frappée par les ceintures de radiations d'Yggdrasil.,,,,
planet_raesvelg,CUSTOM,"L'eau et la glace d'ammoniac forment les immenses failles et les plaines chaotiquement sillonnées de ce monde. Sous la surface, de petites poches d’océan liquide sans vie sont piégées entre la glace et une croûte constituée de silicates rocheux. La plupart des villes en forme de dôme restent abandonnées depuis l'Effondrement, bien que la récente politique stratégique de l'hégémonie ait encouragé la réindustrialisation et la colonisation, en particulier par les vétérans de l'hégémonie.",,L'équipage et les travailleurs en congé du complexe Ragnar et des projets Tri-Tach à proximité soutiennent une vie nocturne animée et un marché noir. L'exploitation minière des matières volatiles est encouragée par les subventions de développement accordées pour assurer une base stable pour l'approvisionnement en carburant de l'hégémonie.,,
planet_skathi,CUSTOM,"Des dérives de glace d'azote et de méthane forment la majeure partie de la croûte sur un manteau rocheux de silicate/glace qui perce le capot de cette lune gelée. L'Hégémonie a autrefois accordé à Tri-Tachyon une licence de développement exclusif, consistant principalement en une vaste usine de traitement des substances volatiles siphonnées de Niflheim et l'infrastructure de soutien requise. Les rumeurs abondent selon lesquelles ce n'est qu'une couverture pour un centre de recherche secret effectuant des recherches scientifiques jugées illégales en vertu de la loi sur le domaine, mais les inspecteurs envoyés à l'époque de la coopération Tri-Tachyon n'ont jamais rien inclus de fâcheux dans leurs rapports.",,"Malgré toute l'humanité écrasée par les machines d'extraction industrielle sur Skathi, Tri-Tachyon parvient à écrémer du sommet un petit pourcentage de surperformants qui affichent le talent exceptionnel et la volonté requise pour gravir les échelons de l'entreprise.",,
station_ragnar,CUSTOM,"Le cimetière de l’hégémonie ; En plus de la garnison stationnée ici pour soutenir les patrouilles du système et d'une flotte en place pour décourager les incursions de la Ligue, le complexe Ragnar stocke les carcasses de navires en attente de rénovation ou de transport vers Arcadia pour la démolition des navires, une tâche généralement confiée aux mégacorps amis. La station est traditionnellement commandée par un officier supérieur vieillissant envoyé pour vivre tranquillement sa médiocrité.",,"Surnommé « Le Tombeau », les arcs brisés des hangars et des portiques s'accrochent rangées après rangées de carcasses mises en veilleuse en attente d'inspection. La plupart sont sombres, éclairés uniquement par les équipes d'inspection et les chalumeaux de soudage des armuriers qui retirent le matériel. Caché près du centre de l'armada de l'ombre se trouve une pile de hab-rings peuplés d'entrepreneurs civils, d'équipages de la marine, de marines et de l'administration de l'Hégémonie.",,
station_mimir,CUSTOM,"Le produit d'une initiative Tri-Tachyon visant à modifier la « mine » géante gazeuse commune qui siphonne les gaz en utilisant le processus Ouyang qui, bien que gourmand en énergie, devient autonome une fois qu'une extraction constante d'isotopes lourds est atteinte. De Niflheim, un mélange particulièrement lourd de substances volatiles peut être extrait, et ceux-ci sont transformés sur la lune de Skathi en d'innombrables formes utiles.",,"Une classe dirigeante de dirigeants et de gestionnaires de Tri-Tachyon supervise un petit système politique, plutôt une ville de sociétés, construite à partir d'un réseau acharné de sociétés écrans. Les désespérés et les avides sont attirés dans une égale mesure par les systèmes voisins en raison des salaires élevés. Mais les coûts s’avèrent souvent plus élevés.",,
,,,,,,
,,,,,,
,,,,,,
planet_maxios,CUSTOM,"Petite planète terrestre, Maxios était autrefois la plaque tournante cosmopolite du système. Désormais parsemé de ruines et d'impacts à la fois anciens et récents, le système de défense orbital en ruine n'offre qu'une couverture intermittente. Le système politique s’est effectivement effondré et la population actuelle est inconnue. Les pillards et les survivants s'affrontent de temps en temps, les clignements des armes et le bruit électromagnétique des combats à basse altitude crépitant comme les orages électriques d'une géante gazeuse.",,,,
hot_gas_giant,CUSTOM,"Anomaliement proche de son étoile mère, cette géante gazeuse s'est probablement formée dans le système externe et a ensuite migré vers l'intérieur en raison d'une rencontre fortuite avec une masse cosmique malveillante. Principalement composé d’hydrogène et d’hélium gazeux, la température et la pression au cœur sont extrêmes. ",,,,
planet_tartessus,CUSTOM,"Siège de la branche locale de l'Église Luddic et centre économique du système. Les centres cosmopolites tranquilles de Tartessus abritant la Curie d'Eos Exodus sont regroupés autour de mers calmes et chaudes. La population mondiale est dominée par les pratiquants du Luddic de diverses sectes et, bien que nombreuse, est principalement rurale et agraire, vivant une existence généralement pieuse grâce à l'agriculture de subsistance et à l'exportation de produits artisanaux.",,Un monde ancien et sec dont le pourcentage d'eau dans son atmosphère est bien inférieur à celui des Terriens. Pas de tectonique des plaques active ; des montagnes très érodées et des mers peu profondes ensablées. L'atmosphère et le champ magnétique protègent la surface du rayonnement stellaire. Les ressources minérales les plus accessibles ont été exploitées dans un élan d’industrialisme rapace peu après leur découverte.,,
planet_baetis,CUSTOM,"Planète naine du système extérieur capturée dans la L4 de Tartessus, des nuages ​​​​de substances volatiles s'évaporent de la surface battue de ce monde. L'infrastructure altérée laissée par la colonisation initiale du système a été réinstallée par une population vivante de non-croyants et de dissidents hors du système exilés de Tartessus. Le port spatial lui-même fonctionne sous une administration militaire parrainée par les Chevaliers de Ludd, qui collectent les dîmes des activités commerciales.",,"Des ad-holos poussent autour des quais de débarquement, proclamant une méchanceté joyeuse et insipide disponible pour les voyageurs qui souhaitent décompresser, car même ici règne le cadre moral de l'Église, bien qu'inversé avec profit. Même le bénéfice des Fidèles, pour ceux qui viennent ici pour affaires ou pour faire du prosélytisme, peut constituer une grande démonstration de refus des pots de chair de Baetis.",,
planet_daedaleon,CUSTOM,"Site d'une ancienne base de recherche exploitée par la Tri-Tachyon Corporation, une défaillance massive du confinement a libéré un processus ou un objet hautement énergétique et apparemment autonome qui a fondu dans la croûte, laissant un panache de rayonnement étrange qui crache encore aujourd'hui des particules exotiques. La lune est abandonnée de toute activité humaine, à l'exception d'un réseau de balises de danger en orbite entretenues par les Chevaliers de Ludd.",,,,
planet_hesperus,CUSTOM,"Un monde de glace avec une atmosphère mince et froide, la terraformation industrielle de la planète a été interrompue au moment de la prise de contrôle par Luddic du système Eos Exodus. La vertu peut être trouvée dans les difficultés et les Chevaliers acceptent ces difficultés dans les communautés monastiques martiales dispersées à la surface d'Hespérus. L'exploitation minière limitée de matières organiques est autorisée avec des contrats attribués exclusivement aux fidèles. L'administration de Ceyx et d'Hesperus est partagée dans le bureau d'un seul Presbyter Orbis.",,"Les monastères s'accrochent à des failles particulièrement sublimes, à des promontoires de boucliers volcaniques ou à des plutons occasionnels qui se frayent un chemin à travers la croûte de glace qui enveloppe le monde. Ceux-ci interdisent les visiteurs extérieurs - notamment les infidèles - sans dispense des Chevaliers. Cependant, sous l'autorité du Presbyter Orbis régnant, un certain nombre de zones économiques spéciales construites sur les flots mouvants transmettent des balises de débarquement civiles pour appeler les commerçants extérieurs au port.",,
planet_ceyx,CUSTOM,"Une planète naine capturée qui abrite la plus grande concentration d'installations militaires du système Eos Exodus. Les Chevaliers se sont appropriés et agrandis de vastes installations navales souterraines, des armureries, des casernes, ainsi que toutes les installations de formation, d'administration et de logement que l'on peut attendre de la maison de l'Armada Luddic. L'administration de Ceyx et d'Hesperus est partagée dans le bureau d'un seul Presbyter Orbis.",,Des murmures paranoïaques de communications militaires résonnent autour de Ceyx ; les citadelles et les fortifications souterraines trahissent leur présence par la lueur invisible des filets de dissipation de chaleur qui fleurissent vers l'extérieur à travers la surface ciblée de la lune comme des grilles de ciblage.,,
planet_chaxiraxi,CUSTOM,"Un monde géant de gaz chaud en orbite proche de Magec ; composé principalement d'hydrogène et d'hélium gazeux, la température et la pression au cœur sont extrêmes. En raison de la proximité de son primaire, les couches externes de Chaxiraxi sont continuellement chauffées et éliminées en longs panaches de particules ionisées chatoyantes. Les écumeurs de gaz déploient occasionnellement les ailes aérées des collecteurs magfield pour récolter ces volatiles légers.",,,,
station_new_maxios,CUSTOM,"Autrefois plaque tournante majeure des opérations de récolte sur le Disque, la station a été envahie par les réfugiés de l'effondrement de Maxios et cette plaque tournante des installations de transformation a été transformée en habitat civil. Grâce à une ténacité désespérée et à un savoir-faire durement acquis, les réfugiés ont construit non seulement une nouvelle société civile, mais aussi une usine orbitale soutenant les mines d'astéroïdes dispersées et les géomètres indépendants.",,"Trop petite pour forcer les factions majeures à reconnaître ses prétentions sur l'ensemble du Disque, Nova Maxios se considère néanmoins comme le successeur de la Charte Maxios.

Le contrôle de la circulation assuré par la petite milice navale est ferme mais poli. Les espaceurs indépendants sont accueillis comme des cousins ​​dans les coques et les halls, certes bruts, du Nova Maxios.",,
station_tse_enterprise,CUSTOM,"Cette station est un centre de recrutement de mercenaires et une interface commerciale avec des éléments peu recommandables. Une force opérationnelle Tri-Tachyon a pris le contrôle de la station il y a quelques décennies avec un acte apparemment plausible et une flotte de guerre définitivement convaincante. Par la suite, un port de commerce certifié TT et un quai pour vaisseaux spatiaux furent organisés pour être utilisés par les flottes de la Compagnie. Ceux qui refusaient de payer les nouveaux loyers étaient expulsés ; Selon les rumeurs, la satisfaction des clients dépasse désormais les 90 pour cent.",,"Peuplés principalement de pirates à la retraite, de radicaux en exil et de réfugiés plus riches, il est bien connu que les conteneurs de marchandises ont leurs identifiants effacés et ré-étiquetés ici afin qu'ils puissent être remis en circulation en toute sécurité dans l'économie légitime des Mondes du Noyau.

Le bar à cocktails ""Level 25"" est réputé pour proposer les meilleures boissons du volume local.",,
station_kantas_den,CUSTOM,"Cet habitat d'astéroïde a été pris par un officier logistique du Domaine extrêmement ambitieux, le colonel Kanta, lors de l'effondrement du régime politique de la Charte Maxios, peu de temps après la chute des Portes. Elle a ensuite rejoint l'hégémonie de l'État successeur du domaine, pour ensuite les trahir et conclure un accord avec le seigneur de guerre Onesimos Loke lors de son invasion du secteur perséen. Après la défaite de Loke, Kanta s'empare du titre de chef de guerre.

La station est protégée par un nuage de mines furtives et de bases de feu rudimentaires. Kanta elle-même, dont on dit qu'elle a près de deux cents ans au réveil, dirige une petite dynastie de pirates et exerce toujours un contrôle personnel étroit sur « l'entreprise familiale ».",,"Le contrôle du trafic semble passer son temps à échanger des blagues grossières avec les pirates lorsqu'il n'essaie pas de soudoyer les navires à quai. Un agencement astucieux de coques de vaisseaux éviscérées festonne la station, et un examen plus approfondi révèle des restes desséchés sous vide attachés à l'aide de pitons de mineurs d'astéroïdes. Le message est sans ambiguïté.",,
orbital_station_default,CUSTOM,"Une énorme station spatiale pouvant accueillir des chantiers navals, des habitats, des usines ou d’importants stocks d’armes et de fournitures. Ces plates-formes permettent à l’humanité de projeter sa puissance militaire et industrielle dans tout l’espace connu.",,,,
shepherd,SHIP,"Le Ko Combine r450 ""Shepherd"" établit la norme en matière d'offres de drones civils avec une fiabilité inégalée, un faible coût et un volume interne accordé au confort de l'équipage. Un package de modification de combat très populaire a été assemblé par divers groupes de survivants et de pirates, le mod ""HK"", qui consiste en des spécifications pour renforcer le blindage de la coque pour le combat et suralimenter les systèmes spécifiés en usine pour une plus grande vitesse d'éclatement et une plus grande fonction de l'arme. Même modifié, le Shepherd est fragile, car comme dans la vie civile, il s'appuie sur une nuée de drones utilitaires « Borer » pour faire son travail.

Le « Borer » est construit sur un châssis de drone semi-autonome robuste et maniable, doté d'un blindage adapté aux opérations dangereuses dans lesquelles des radiations élevées ou des impacts physiques peuvent être attendus. Couramment utilisés dans les applications minières, ils ont également été utilisés dans la récupération, l'élimination des munitions et même le nettoyage par fusion par fission. Le package mod HK donne des spécifications pour modifier la focalisation du faisceau de coupe principal et corrige l'IA rudimentaire avec des algorithmes tactiques bruts piratés à partir d'un logiciel de drone obsolète Domain Colonial Garrison. Les annexes du package de mod recommandent la prudence lors de l'utilisation de drones modifiés par HK dans des situations hors combat.",,,,
luddic_church,FACTION,"Inspirée par le martyre d'un personnage connu sous le nom de « Ludd » lors de la chute du Domaine, l'Église de la Rédemption Galactique est une église hiérarchique avec un dogme hautement syncrétique formé à partir d'un noyau de textes abrahamiques et d'apocryphes ainsi que d'une réaction de l'ère du Domaine contre la corruption perçue. , dépravation, hédonisme et abomination transhumaine. L'Église offre une vision d'une vie vécue plus simplement, de vertu agraire et de valeurs humanistes et de prière contre la violence et l'aliénation technologique qui ont déchiré le secteur au cours des années qui ont suivi la Chute.",,,,
knights_of_ludd,FACTION,"La branche militaire de l'Église Luddic de la Rédemption Galactique, calquée sur les sociétés guerrières monastiques des millénaires précédents. Dans les zones de domination de l’Église, ils sont autorisés à imposer la justesse technologique ainsi qu’à garantir, par la force, que la vertu soit promue et le vice châtié. Dans les domaines échappant à la domination de l’Église, lorsqu’ils le peuvent, ils imposent secrètement la même chose.",,,,
luddic_path,FACTION,"La Voie Luddique est une catégorie vaguement associée de sectes radicales, décentralisées et apocalyptiques du Luddisme qui revendiquent une interprétation plus vraie du message de Ludd. Ils considèrent l’Église comme compromise et corrompue, plaçant l’ego et le confort du monde avant le vrai chemin ludique en cette fin des temps. La guerre d’Armageddon a lieu MAINTENANT et les lignes sont tracées ! Ce n'est que par une action juste et énergique que le Bien détruira le Mal, et ce n'est que par la violence que l'abomination de l'orgueil de l'humanité et la rébellion contre Dieu seront balayées dans un acte final de rédemption. C’est du moins ce qu’ils prétendent. La Voie Luddique se retrouve nécessairement en contradiction avec presque toutes les autres factions du Secteur.",,,,
pirates,FACTION,"Il ne s'agit pas techniquement d'une faction unifiée, mais plutôt d'une catégorie vague de bandits, de brigands, de déserteurs, de pilleurs, de soldats de fortune, de mercenaires et de capitaines libres qui partagent une belligérance commune avec les pouvoirs établis du secteur. De nombreux pirates sont des fuyards de la société dominante du secteur – généralement opprimés par le statu quo, des passagers clandestins des mondes centraux. La plupart des capitaines pirates ne se qualifieraient guère comme tels, se considérant plutôt comme des challengers du règne inepte de l'hégémonie ou de la Ligue, cherchant à se venger des torts causés par une société aussi induite en erreur et prenant ce qu'ils peuvent prendre grâce à leur intelligence et leur audace. Ces capitaines se caractérisent par leur soif insatiable de liberté et de gloire. Naturellement, ils ne pensent guère à ceux qui portent une balise d'identification officielle, réservant leur magnanimité à leurs compagnons de voyage, les autres pirates.",,,,
sindrian_diktat,FACTION,"Le Diktat sindrien est un régime fondé lors d'une intervention militaire hégémonique relativement récente dans le système Askonia dirigée par l'amiral Philip Andrada, ancien de la marine hégémonique. Le profil psychologique d'Andrada sur l'hégémonie le décrit comme ""intelligent, charismatique, mais enclin aux excès narcissiques"". Selon ses propres termes, le Diktat a été « formé dans le creuset de la crise d'Askonia et avec lui un nouveau peuple : une race d'humains avec un esprit enhardi et des objectifs clairs ; plus forts, possédant la volonté et la détermination nécessaires pour surmonter les divisions et la petite politique parlementaire ». qui n'a engendré que le chaos lorsqu'elle a été testée par l'effondrement du système de portes. Considéré par l'ensemble du secteur comme une dictature militaire.",,,,
asharu_platform,CUSTOM,"Une zone de transit orbitale abandonnée pour le projet de terraformation d'Asharu. Des segments de vraquiers de rebut soudés entre un nid d'abeilles de réservoirs de carburant vidés formaient autrefois des halls regorgeant d'ingénieurs et de colons. Les hangars sont vides, à l'exception de quelques carcasses affalées et dépouillées. Les collecteurs d’énergie passifs et les modules tertiaires de survie maintiennent la station fonctionnelle et en orbite, à peine. Personne ne s’attendrait à trouver quelque chose de valeur ici.",,,,
pirate_base_generic,CUSTOM,"Une base de pirates où se rassemblent les « aventuriers », les flibustiers, les mercenaires et autres racailles et méchancetés. Il s'agit généralement d'un petit avant-poste caché dans les endroits sombres entre les sphères d'intérêt des principales factions. Ici, il n'y a pas de lois, mais un code non écrit de bravade et de posture maintient une paix tendue afin que des transactions puissent être conclues, des informations échangées et des dépouilles vendues à des commerçants sans scrupules.",,,,
planet_barad_a,CUSTOM,La croûte épaisse et glacée de ce monde est alimentée par les cryovolcans qui parsèment sa surface. Ces déchets gelés sont triés par des portiques de commande de masse datant d'une époque où les éléments volatils de ce monde étaient extraits à grande échelle pour alimenter les efforts de terraformation ailleurs dans le système. Une partie des anciens équipements a été récupérée par des bandes dispersées de mineurs indépendants qui gagnent leur maigre vie entre les glaciers de glace d'ammoniac.,,"Bien qu'il reste des preuves d'une extraction à grande échelle de substances volatiles, la surface de Garnir est désormais en grande partie abandonnée, réservée à de nombreuses petites sociétés minières, souvent des affaires familiales. L'efficacité d'échelle est perdue, mais l'idée est que sans réglementation de sécurité ni tarifs, il est possible de gagner une vie décente, voire honnête. Il s’agit malheureusement d’un résultat extrêmement rare.",,
pirate_base_barad,CUSTOM,"Construite à l'origine par Eridani-Utopia pour coordonner l'extraction de substances volatiles pour des projets de terraformation massifs, la station a été abandonnée après l'effondrement alors que l'équipage et les dirigeants de l'entreprise ont fui vers des régimes politiques plus civilisés. La station a depuis été reprise par des « aventuriers », des flibustiers et des mercenaires évitant l'œil vigilant et la main lourde de l'Hégémonie.",,"Ici, il n’y a pas de lois, mais un code non écrit de bravade et de posture maintient une paix tendue – ou plus précisément, un cessez-le-feu – afin que des accords puissent être conclus, des informations échangées et des dépouilles vendues. Les mineurs indépendants qui travaillent sur les lunes de Barad se rassemblent ici pour vendre leurs récoltes, échanger des histoires et se détendre.",,
station_achaman_enterprise,CUSTOM,"La valeur de la Station Achaman réside dans le fait qu'elle constitue un port d'escale relativement sûr permettant aux différents habitants du Disque de Guayota d'interagir avec les commerçants du Secteur dans son ensemble, qui autrement risquent rarement les pirates et la navigation difficile sur le Disque. La Tri-Tachyon Corporation, en tant que « gardienne » de la station, est bien placée pour en exploiter la valeur de manière pratique – et elle le fait. On dit souvent que tout est à vendre à la Station Achaman.",,"Des transports étincelants amènent les dirigeants de Tri-Tach ici pour escroquer les métaux et les produits chimiques bruts des habitants qui reçoivent, à leur tour, la suite habituelle de « médicaments » récréatifs et améliorant les performances. 

La garantie de qualité Tri-Tachyon fait loi ici - tant que vous garantissez le paiement rapide de votre abonnement aux gadgets, biens, outils et équipements de survie fournis par Tri-Tachyon Corporation, vous pouvez compter sur le « Traitement de qualité supérieure », Le Tri-Tachyon. Chemin!'.",,
